Duration,Source Port,Destination Port,Protocol,Flags,Packets,Bytes,Mean Payload Size,Std Payload Size,Min Payload Size,Max Payload Size,Mean Entropy,Min Entropy,Max Entropy,Mean Inter-Packet Interval,Min Inter-Packet Interval,Max Inter-Packet Interval,Bytes per Packet,Packets per Second,Bytes per Second,Destination Common Port Usage,Flags Count,SYN Count,ACK Count,FIN Count,Is HTTP,Is Internal IP,Direction,Short Duration,Single Packet
9.007769,60465,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.503884499892592,2.9996919999830425,6.008076999802142,44.66666666666666,0.3330458407625684,14.876047554061389,0,1,1,0,0,0,1,outbound,0,0
1e-06,56130,8080,HTTP,"PSH,ACK",1,455,455.0,0.0,455,455,3.495426837103798,3.495426837103798,3.495426837103798,0.0,0.0,0.0,455.0,1000000.0,455000000.0,0,2,0,1,0,1,1,outbound,1,1
9.006189,62554,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.503094499930739,3.007154999766499,5.99903400009498,44.66666666666666,0.3331042686312712,14.878657332196784,0,1,1,0,0,0,1,outbound,0,0
9.006409,50428,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.50320450000072,3.00760100000116,5.998808000000281,44.66666666666666,0.3330961318767558,14.878293890495092,0,1,1,0,0,0,1,outbound,0,0
2188786.005913,50985,8080,HTTP,"PSH,ACK",2,912,456.0,0.0,456,456,3.5163303193708773,3.5088469630587045,3.5238136756830505,2188786.005913,2188786.005913,2188786.005913,456.0,9.137485321072982e-07,0.0004166693306409,0,2,0,1,0,1,1,outbound,0,0
8.996375,53645,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.498187500052154,2.997801000252366,5.998573999851942,44.66666666666666,0.3334676466910283,14.894888218865932,0,1,1,0,0,0,1,outbound,0,0
8.993249,53572,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.496624500003236,2.994159000008949,5.999089999997523,44.66666666666666,0.3335835580667231,14.900065593646968,0,1,1,0,0,0,1,outbound,0,0
8.996897,60818,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.498448500002269,2.998751999984961,5.998145000019576,44.66666666666666,0.3334482988968307,14.894024017391772,0,1,1,0,0,0,1,outbound,0,0
8.99895,57003,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.499475000004168,2.9999600000010105,5.998990000007325,44.66666666666666,0.3333722267597886,14.890626128603891,0,1,1,0,0,0,1,outbound,0,0
8.998643,63450,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.499321499999496,2.999672000005376,5.998970999993617,44.66666666666666,0.3333836001717148,14.891134141003262,0,1,1,0,0,0,1,outbound,0,0
8.999024,62812,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.499511999994866,2.9999039999966044,5.999119999993127,44.66666666666666,0.3333694854019725,14.890503681288104,0,1,1,0,0,0,1,outbound,0,0
1e-06,8080,61303,HTTP,"PSH,ACK",1,173,173.0,0.0,173,173,3.3519965237307114,3.3519965237307114,3.3519965237307114,0.0,0.0,0.0,173.0,1000000.0,173000000.0,0,2,0,1,0,1,0,outbound,1,1
1e-06,8080,54141,HTTP,"PSH,ACK",1,173,173.0,0.0,173,173,3.3292737478931973,3.3292737478931973,3.3292737478931973,0.0,0.0,0.0,173.0,1000000.0,173000000.0,0,2,0,1,0,1,0,outbound,1,1
8.996645,59920,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.498322499988717,2.998266999988118,5.998377999989316,44.66666666666666,0.3334576389309571,14.89444120558275,0,1,1,0,0,0,1,outbound,0,0
8.997862,53895,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.498931000001903,2.9996939999982715,5.998168000005535,44.66666666666666,0.3334125373338689,14.892426667579477,0,1,1,0,0,0,1,outbound,0,0
1e-06,62252,8080,TCP,SYN,1,46,46.0,0.0,46,46,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1000000.0,46000000.0,0,1,1,0,0,0,1,outbound,1,1
8.990731,57380,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.495365499984473,2.9919859999790788,5.998744999989867,44.66666666666666,0.3336769835511706,14.904238598618957,0,1,1,0,0,0,1,outbound,0,0
1e-06,8080,52725,DATA-TEXT-LINES,"PSH,ACK",1,352,352.0,0.0,352,352,3.499769775682738,3.499769775682738,3.499769775682738,0.0,0.0,0.0,352.0,1000000.0,352000000.0,0,2,0,1,0,0,0,outbound,1,1
8.997969,65422,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.498984500009101,2.999930000049062,5.99803899996914,44.66666666666666,0.3334085725345353,14.892249573209243,0,1,1,0,0,0,1,outbound,0,0
1e-06,50388,8080,HTTP,"PSH,ACK",1,456,456.0,0.0,456,456,3.510848576958161,3.510848576958161,3.510848576958161,0.0,0.0,0.0,456.0,1000000.0,456000000.0,0,2,0,1,0,1,1,outbound,1,1
9.001293,55990,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.500646499916911,2.9921769998036325,6.00911600003019,44.66666666666666,0.3332854513234932,14.886750159116028,0,1,1,0,0,0,1,outbound,0,0
152.494238,65094,8080,TCP,"SYN,RST,ACK",4,148,37.0,5.196152422706632,34,46,0.0,0.0,0.0,50.83141266663248,0.60619099996984,150.6444790000096,37.0,0.0262304992795858,0.9705284733446782,0,3,1,1,0,0,1,outbound,0,0
152.221192,50420,8080,TCP,"SYN,RST,ACK",5,182,36.4,4.8,34,46,0.0,0.0,0.0,38.05529799999204,0.4646609998308122,134.82520500011742,36.4,0.0328469376327049,1.1956285298304588,0,3,1,1,0,0,1,outbound,0,0
1e-06,8080,49943,DATA-TEXT-LINES,"PSH,ACK",1,352,352.0,0.0,352,352,3.4963407990727324,3.4963407990727324,3.4963407990727324,0.0,0.0,0.0,352.0,1000000.0,352000000.0,0,2,0,1,0,0,0,outbound,1,1
8.999992,61592,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.499995999998646,3.002238999994006,5.997753000003286,44.66666666666666,0.333333629629893,14.888902123468553,0,1,1,0,0,0,1,outbound,0,0
2.279637,80,50744,TCP,"SYN,PSH,ACK",22,16495,749.7727272727273,658.3962561902134,34,1454,2.826941207571154,0.0,3.367397188502564,0.1085541428598974,1.1999858543276788e-05,0.6879259999841452,749.7727272727273,9.650659293562963,7235.801138514596,0,3,1,1,0,0,1,outbound,0,0
1e-06,51789,8080,HTTP,"PSH,ACK",1,456,456.0,0.0,456,456,3.5174664512843394,3.5174664512843394,3.5174664512843394,0.0,0.0,0.0,456.0,1000000.0,456000000.0,0,2,0,1,0,1,1,outbound,1,1
0.042855,80,52502,TCP,"FIN,SYN,ACK",4,140,35.0,1.7320508075688772,34,38,0.0,0.0,0.0,0.0142850000411272,0.0003639999777078,0.0420230000745505,35.0,93.338000233345,3266.8300081670754,0,3,1,1,1,0,0,outbound,1,0
