Duration,Source Port,Destination Port,Protocol,Flags,Packets,Bytes,Mean Payload Size,Std Payload Size,Min Payload Size,Max Payload Size,Mean Entropy,Min Entropy,Max Entropy,Mean Inter-Packet Interval,Min Inter-Packet Interval,Max Inter-Packet Interval,Bytes per Packet,Packets per Second,Bytes per Second,Destination Common Port Usage,Flags Count,SYN Count,ACK Count,FIN Count,Is HTTP,Is Internal IP,Direction,Short Duration,Single Packet
9.016534,56873,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.508266999997431,3.007763999979943,6.00877000001492,44.66666666666666,0.3327220858924283,14.86158650319513,0,1,1,0,0,0,1,outbound,0,0
0.605332,80,52712,TCP,"SYN,PSH,ACK",4,689,172.25,237.1522454036647,34,583,0.8263906278664663,0.0,3.3055625114658653,0.2017773333160827,0.0009149999823421,0.5853349999524653,172.25,6.6079440703613885,1138.2183661197491,0,3,1,1,0,0,0,outbound,0,0
1e-06,63450,8080,HTTP,"PSH,ACK",1,455,455.0,0.0,455,455,3.5283760229412566,3.5283760229412566,3.5283760229412566,0.0,0.0,0.0,455.0,1000000.0,455000000.0,0,2,0,1,0,1,1,outbound,1,1
8.995892,55354,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.497945999988588,2.997840999974869,5.998051000002306,44.66666666666666,0.3334855509603717,14.895687942896602,0,1,1,0,0,0,1,outbound,0,0
9.002853,60297,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.50142650003545,3.003615000285208,5.999237999785692,44.66666666666666,0.333227700152385,14.884170606806531,0,1,1,0,0,0,1,outbound,0,0
9.004266,49580,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.502133000001777,3.005268999986584,5.998997000016971,44.66666666666666,0.3331754081898513,14.881834899146694,0,1,1,0,0,0,1,outbound,0,0
8.999353,50945,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.499676499995985,3.000933000002988,5.998419999988983,44.66666666666666,0.333357298019091,14.889959311519396,0,1,1,0,0,0,1,outbound,0,0
9.002363,57154,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.5011814999743365,3.0039099999703467,5.998452999978326,44.66666666666666,0.3332458377872564,14.884980754497455,0,1,1,0,0,0,1,outbound,0,0
9.009147,56477,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.504573500016704,2.999926000018604,6.009221000014804,44.66666666666666,0.3329948995171241,14.873772178431542,0,1,1,0,0,0,1,outbound,0,0
8.994417,60697,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.49720850000449,2.9955039999913424,5.998913000017637,44.66666666666666,0.3335402394618795,14.898130695963951,0,1,1,0,0,0,1,outbound,0,0
8.994213,61840,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.497106499999063,2.9962699999741744,5.997943000023952,44.66666666666666,0.3335478045716729,14.89846860420139,0,1,1,0,0,0,1,outbound,0,0
9.00213,56940,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.501065000004019,3.00398700000369,5.998143000004347,44.66666666666666,0.3332544631103972,14.885366018931077,0,1,1,0,0,0,1,outbound,0,0
8.999361,60044,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.499680499997339,3.00057299999753,5.998787999997148,44.66666666666666,0.3333570016804526,14.889946075060218,0,1,1,0,0,0,1,outbound,0,0
1e-06,8080,61195,HTTP,"PSH,ACK",1,173,173.0,0.0,173,173,3.335947037275235,3.335947037275235,3.335947037275235,0.0,0.0,0.0,173.0,1000000.0,173000000.0,0,2,0,1,0,1,0,outbound,1,1
8.999778,64549,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.499888999998802,3.0014930000179447,5.99828499997966,44.66666666666666,0.3333415557583754,14.889256157207434,0,1,1,0,0,0,1,outbound,0,0
1e-06,8080,64219,HTTP,"PSH,ACK",1,173,173.0,0.0,173,173,3.344619226475872,3.344619226475872,3.344619226475872,0.0,0.0,0.0,173.0,1000000.0,173000000.0,0,2,0,1,0,1,0,outbound,1,1
